Navn;Stasjon;Dato;Nedbør;Middeltemperatur;Maksimumstemperatur;Minimumstemperatur;Snødybde
Oslo - Blindern;SN18700;02.06.2021;0;18,2;23,3;11,2;0
Oslo - Blindern;SN18700;03.06.2021;0;18,7;23,9;13,1;0
Oslo - Blindern;SN18700;04.06.2021;0;19,1;25,1;12;0
Oslo - Blindern;SN18700;05.06.2021;0;20,2;26;12,1;0
Oslo - Blindern;SN18700;06.06.2021;0;18,7;24;13,2;0
Oslo - Blindern;SN18700;07.06.2021;0,2;17,6;23,7;14,1;0
Oslo - Blindern;SN18700;08.06.2021;0;17,2;21,5;14,3;0
Oslo - Blindern;SN18700;09.06.2021;0;17,3;22,4;12,4;0
Oslo - Blindern;SN18700;10.06.2021;0,1;18,1;23,9;14;0
Oslo - Blindern;SN18700;11.06.2021;0;17,1;21,9;14,9;0
Oslo - Blindern;SN18700;12.06.2021;0,3;16,9;22,4;11,2;0
Oslo - Blindern;SN18700;13.06.2021;0;16,6;21,7;8,9;0
Oslo - Blindern;SN18700;14.06.2021;0,8;15;19,6;14,2;0
Oslo - Blindern;SN18700;15.06.2021;9,4;15,7;21,5;6,9;0
Oslo - Blindern;SN18700;16.06.2021;0,1;14,9;20,6;10;0
Oslo - Blindern;SN18700;17.06.2021;0;18,2;23,8;13,1;0
Oslo - Blindern;SN18700;18.06.2021;28,5;19,3;24,1;16,5;0
Oslo - Blindern;SN18700;19.06.2021;0,9;17,6;21,3;15,5;0
Oslo - Blindern;SN18700;20.06.2021;2,6;15,8;20,3;13,6;0
Oslo - Blindern;SN18700;21.06.2021;11,4;14,5;17,3;13;0
Oslo - Blindern;SN18700;22.06.2021;7,7;14,8;17,7;13,1;0
Oslo - Blindern;SN18700;23.06.2021;0,1;17,8;24,9;11,2;0
Oslo - Blindern;SN18700;24.06.2021;0;17;22;13,8;0
Oslo - Blindern;SN18700;25.06.2021;0;16,5;20,7;12,9;0
Oslo - Blindern;SN18700;26.06.2021;0;18,6;25,5;11,7;0
Oslo - Blindern;SN18700;27.06.2021;0,1;16,1;20,8;15,4;0
Oslo - Blindern;SN18700;28.06.2021;0;16,6;20,8;14,2;0
Oslo - Blindern;SN18700;29.06.2021;0;17;21,9;13,7;0
Oslo - Blindern;SN18700;30.06.2021;0,1;18,2;22,5;14,3;0
Oslo - Blindern;SN18700;01.07.2021;0;19,6;23,3;13,5;0
Oslo - Blindern;SN18700;02.07.2021;0,4;22,2;27,8;17,8;0
Oslo - Blindern;SN18700;03.07.2021;0,2;23,6;29,6;15,1;0
Oslo - Blindern;SN18700;04.07.2021;0;20,6;27;19,1;0
Oslo - Blindern;SN18700;05.07.2021;12,6;20,5;25,3;15,8;0
Oslo - Blindern;SN18700;06.07.2021;1,3;18,9;23;16,6;0
Oslo - Blindern;SN18700;07.07.2021;14,5;18;21,4;15,9;0
Oslo - Blindern;SN18700;08.07.2021;1,1;18,1;21,7;15,5;0
Oslo - Blindern;SN18700;09.07.2021;0,3;18,5;25,9;13,2;0
Oslo - Blindern;SN18700;10.07.2021;5;16,5;20,2;15,3;0
Oslo - Blindern;SN18700;11.07.2021;7,7;18,5;23,3;14,1;0
Oslo - Blindern;SN18700;12.07.2021;0;19,2;24,5;16;0
Oslo - Blindern;SN18700;13.07.2021;0;21,7;27,3;12,9;0
Oslo - Blindern;SN18700;14.07.2021;0;21,9;26,5;20,1;0
Oslo - Blindern;SN18700;15.07.2021;2,1;23,3;30,2;17,1;0
Oslo - Blindern;SN18700;16.07.2021;0,1;22;28;17,4;0
Oslo - Blindern;SN18700;17.07.2021;0;22;27,4;14,8;0
Oslo - Blindern;SN18700;18.07.2021;0;18,7;24,9;14,7;0
Oslo - Blindern;SN18700;19.07.2021;0;17,9;22,7;11,5;0
Oslo - Blindern;SN18700;20.07.2021;0;19,8;25,6;13,2;0
Oslo - Blindern;SN18700;21.07.2021;0;18,4;23,7;13,4;0
Oslo - Blindern;SN18700;22.07.2021;0;21,1;28,9;15,6;0
Oslo - Blindern;SN18700;23.07.2021;0;20,8;26,9;15,9;0
Oslo - Blindern;SN18700;24.07.2021;0;21,9;28,2;13,8;0
Oslo - Blindern;SN18700;25.07.2021;0;23,3;29,9;15,9;0
Oslo - Blindern;SN18700;26.07.2021;0;21,8;27;18,1;0
Oslo - Blindern;SN18700;27.07.2021;9,5;18,1;22,4;17,2;0
Oslo - Blindern;SN18700;28.07.2021;39;18,2;21;16,5;0
Oslo - Blindern;SN18700;29.07.2021;17;15,4;18,9;14;0
Oslo - Blindern;SN18700;30.07.2021;15,5;19,3;26,6;12,6;0
Oslo - Blindern;SN18700;31.07.2021;0,4;17,1;23,4;16,3;0
Oslo - Blindern;SN18700;01.08.2021;0,2;15,1;17,1;13,5;0
Oslo - Blindern;SN18700;02.08.2021;2,2;14,8;19,3;10,8;0
Oslo - Blindern;SN18700;03.08.2021;0,1;14,8;19,6;10,4;0
Oslo - Blindern;SN18700;04.08.2021;0;16;21,7;10,5;0
Oslo - Blindern;SN18700;05.08.2021;0,2;16,3;21,4;10,8;0
Oslo - Blindern;SN18700;06.08.2021;0;17,5;22,7;11,9;0
Oslo - Blindern;SN18700;07.08.2021;1;17;21,3;14,3;0
Oslo - Blindern;SN18700;08.08.2021;0,1;17,5;23;12,1;0
Oslo - Blindern;SN18700;09.08.2021;0;17,4;21,1;14,7;0
Oslo - Blindern;SN18700;10.08.2021;4,1;17,9;22,4;15,4;0
Oslo - Blindern;SN18700;11.08.2021;0;17;23,2;12,2;0
Oslo - Blindern;SN18700;12.08.2021;0;18;22,6;13,8;0
Oslo - Blindern;SN18700;13.08.2021;0;17;20,1;16,2;0
Oslo - Blindern;SN18700;14.08.2021;2,8;14,8;21,2;10,1;0
Oslo - Blindern;SN18700;15.08.2021;0,9;15,6;21,3;12,4;0
Oslo - Blindern;SN18700;16.08.2021;0,9;15,4;19,2;11,8;0
Oslo - Blindern;SN18700;17.08.2021;0,2;17;20,3;14;0
Oslo - Blindern;SN18700;18.08.2021;0,1;15,7;20;10,9;0
Oslo - Blindern;SN18700;19.08.2021;0,6;14,9;21,8;9,3;0
Oslo - Blindern;SN18700;20.08.2021;0,3;14,6;20,4;8,2;0
Oslo - Blindern;SN18700;21.08.2021;0;14,9;21,9;8,7;0
Oslo - Blindern;SN18700;22.08.2021;0,1;15,2;21,1;10,6;0
Oslo - Blindern;SN18700;23.08.2021;0;16,3;22,7;8,8;0
Oslo - Blindern;SN18700;24.08.2021;0;16,6;21,2;13,4;0
Oslo - Blindern;SN18700;25.08.2021;0,2;17,9;21,7;15,3;0
Oslo - Blindern;SN18700;26.08.2021;0;14,5;17,6;12,6;0
Oslo - Blindern;SN18700;27.08.2021;0,1;15,4;18,3;13,7;0
Oslo - Blindern;SN18700;28.08.2021;0;17,3;21,5;14,4;0
Oslo - Blindern;SN18700;29.08.2021;0;18,5;25,3;11,1;0
Oslo - Blindern;SN18700;30.08.2021;0;18,3;25,2;11,4;0
Oslo - Blindern;SN18700;31.08.2021;0;18,5;24,8;11,8;0
Oslo - Blindern;SN18700;01.09.2021;0;17,8;24,6;11;0
Oslo - Blindern;SN18700;02.09.2021;0;17,6;25,2;9,5;0
Oslo - Blindern;SN18700;03.09.2021;0;14,1;21;10,5;0
Oslo - Blindern;SN18700;04.09.2021;0,2;12,2;16,8;9;0
Oslo - Blindern;SN18700;05.09.2021;0;13,7;19,9;8,3;0
Oslo - Blindern;SN18700;06.09.2021;0,1;14,2;20,3;10,2;0
Oslo - Blindern;SN18700;07.09.2021;0;15,8;21,3;11,4;0
Oslo - Blindern;SN18700;08.09.2021;0;18,4;26;13,6;0
Oslo - Blindern;SN18700;09.09.2021;0;17,5;24,4;13;0
Oslo - Blindern;SN18700;10.09.2021;0;17,5;22,8;13,6;0
Oslo - Blindern;SN18700;11.09.2021;0;15,9;18,6;13,6;0
Oslo - Blindern;SN18700;12.09.2021;9,2;16,1;21,3;15,6;0
Oslo - Blindern;SN18700;13.09.2021;2;12,5;18,3;7,2;0
Oslo - Blindern;SN18700;14.09.2021;0;12,6;18,9;8;0
Oslo - Blindern;SN18700;15.09.2021;0;13,5;17,8;8,3;0
Oslo - Blindern;SN18700;16.09.2021;2,8;11,1;15,1;10,5;0
Oslo - Blindern;SN18700;17.09.2021;0,2;10;11,8;9,3;0
Oslo - Blindern;SN18700;18.09.2021;0;10,4;12,3;8,4;0
Oslo - Blindern;SN18700;19.09.2021;0;10,2;12,4;8,7;0
Oslo - Blindern;SN18700;20.09.2021;0;9,3;10,7;8,2;0
Oslo - Blindern;SN18700;21.09.2021;3,6;11,5;17,2;9;0
Oslo - Blindern;SN18700;22.09.2021;0;12,7;18,3;6,3;0
Oslo - Blindern;SN18700;23.09.2021;2,9;11;14,7;9,5;0
Oslo - Blindern;SN18700;24.09.2021;0,1;9;12,4;5;0
Oslo - Blindern;SN18700;25.09.2021;0,6;11,7;18,9;5,6;0
Oslo - Blindern;SN18700;26.09.2021;0;11,2;16,6;6,6;0
Oslo - Blindern;SN18700;27.09.2021;0,1;12,5;15;10,6;0
Oslo - Blindern;SN18700;28.09.2021;18,4;13,4;17,5;11,4;0
Oslo - Blindern;SN18700;29.09.2021;0;11,4;13,1;8,8;0
Oslo - Blindern;SN18700;30.09.2021;13,8;10,7;13,1;10,4;0
Oslo - Blindern;SN18700;01.10.2021;10,5;11,7;13,6;9,8;0
Oslo - Blindern;SN18700;02.10.2021;36,4;12;14,1;11;0
Oslo - Blindern;SN18700;03.10.2021;7,3;12,1;14,1;10,8;0
Oslo - Blindern;SN18700;04.10.2021;30,4;12,3;14,4;9,6;0
Oslo - Blindern;SN18700;05.10.2021;9,7;11,7;14,3;9,8;0
Oslo - Blindern;SN18700;06.10.2021;2,4;10,4;12,4;9,4;0
Oslo - Blindern;SN18700;07.10.2021;0;10,7;13,4;9;0
Oslo - Blindern;SN18700;08.10.2021;0;12,8;13;10,3;0
Oslo - Blindern;SN18700;09.10.2021;6,6;12,9;14,8;12,3;0
Oslo - Blindern;SN18700;10.10.2021;0;10,2;12,3;9,3;0
Oslo - Blindern;SN18700;11.10.2021;4,1;7;12,8;3;0
Oslo - Blindern;SN18700;12.10.2021;0;6,2;12,3;1,2;0
Oslo - Blindern;SN18700;13.10.2021;0;4,9;7,8;0,4;0
Oslo - Blindern;SN18700;14.10.2021;0,2;8,9;13,2;4,7;0
Oslo - Blindern;SN18700;15.10.2021;0;7,9;12,5;4,6;0
Oslo - Blindern;SN18700;16.10.2021;0;6,4;12,3;1,8;0
Oslo - Blindern;SN18700;17.10.2021;0;3,9;9,5;-0,4;0
Oslo - Blindern;SN18700;18.10.2021;0;2,8;7,9;-1,9;0
Oslo - Blindern;SN18700;19.10.2021;8,6;2,3;3,8;0,3;0
Oslo - Blindern;SN18700;20.10.2021;6,9;7,5;12,8;2,9;0
Oslo - Blindern;SN18700;21.10.2021;0;7,1;10,7;4,8;0
Oslo - Blindern;SN18700;22.10.2021;0;6,3;10,8;0;0
Oslo - Blindern;SN18700;23.10.2021;0;5,2;10,4;0,5;0
Oslo - Blindern;SN18700;24.10.2021;0;8,3;11,1;3,7;0
Oslo - Blindern;SN18700;25.10.2021;0;10;10,9;9,6;0
Oslo - Blindern;SN18700;26.10.2021;0,8;6,8;11,3;4,2;0
Oslo - Blindern;SN18700;27.10.2021;8,2;9,2;14,3;2,3;0
Oslo - Blindern;SN18700;28.10.2021;0,6;11,6;12,7;7;0
Oslo - Blindern;SN18700;29.10.2021;0,5;10,8;12,5;10,4;0
Oslo - Blindern;SN18700;30.10.2021;0,5;11;13,3;9,7;0
Oslo - Blindern;SN18700;31.10.2021;9,6;9,6;12,7;7,4;0
Oslo - Blindern;SN18700;01.11.2021;10,7;10,3;11,7;8;0
Oslo - Blindern;SN18700;02.11.2021;2,6;9,3;10,3;8,7;0
Oslo - Blindern;SN18700;03.11.2021;0,1;7,1;8,7;6;0
Oslo - Blindern;SN18700;04.11.2021;0,1;3,4;7,7;0,7;0
Oslo - Blindern;SN18700;05.11.2021;0;1,3;3;-0,4;0
Oslo - Blindern;SN18700;06.11.2021;0;3,1;7,1;-0,6;0
Oslo - Blindern;SN18700;07.11.2021;10;3,4;4,6;3;0
Oslo - Blindern;SN18700;08.11.2021;1,2;2,2;3,6;1,3;0
Oslo - Blindern;SN18700;09.11.2021;2,4;6,8;9,3;1,4;0
Oslo - Blindern;SN18700;10.11.2021;4,9;5,8;10;3,4;0
Oslo - Blindern;SN18700;11.11.2021;0;4,8;9,9;0,1;0
Oslo - Blindern;SN18700;12.11.2021;0;2,8;6,2;-0,4;0
Oslo - Blindern;SN18700;13.11.2021;0,4;3,8;4,4;2,7;0
Oslo - Blindern;SN18700;14.11.2021;0;0,7;4,2;-0,1;0
Oslo - Blindern;SN18700;15.11.2021;0,3;3,7;6,2;0,4;0
Oslo - Blindern;SN18700;16.11.2021;0;7,7;8,8;6,1;0
Oslo - Blindern;SN18700;17.11.2021;0,8;5,6;9,2;1,7;0
Oslo - Blindern;SN18700;18.11.2021;6,1;2,1;4,5;-1,4;0
Oslo - Blindern;SN18700;19.11.2021;0,2;7,7;15,1;1,8;0
Oslo - Blindern;SN18700;20.11.2021;0;5,4;11,6;3,8;0
Oslo - Blindern;SN18700;21.11.2021;0;2;6;-0,3;0
Oslo - Blindern;SN18700;22.11.2021;0;-1,3;2,2;-4,6;0
Oslo - Blindern;SN18700;23.11.2021;0;0,7;3,1;-2,1;0
Oslo - Blindern;SN18700;24.11.2021;0;3,3;5,6;0,4;0
Oslo - Blindern;SN18700;25.11.2021;0;0,3;5,7;-1,5;0
Oslo - Blindern;SN18700;26.11.2021;0;-2,5;-0,4;-4,5;0
Oslo - Blindern;SN18700;27.11.2021;0;-3,2;-2,1;-3,8;0
Oslo - Blindern;SN18700;28.11.2021;0;-3;-1,5;-3,7;0
Oslo - Blindern;SN18700;29.11.2021;0;-5,8;-2,9;-8,1;0
Oslo - Blindern;SN18700;30.11.2021;3,7;-6,4;-3,8;-8,8;4
Oslo - Blindern;SN18700;01.12.2021;0,6;-8,6;-6,4;-11,6;4
Oslo - Blindern;SN18700;02.12.2021;0;-6,7;-4;-8,9;4
Oslo - Blindern;SN18700;03.12.2021;0;-8,5;-5,4;-10,3;4
Oslo - Blindern;SN18700;04.12.2021;1;-5,7;-5,2;-8,9;4
Oslo - Blindern;SN18700;05.12.2021;0;-6;-3,8;-8,1;4
Oslo - Blindern;SN18700;06.12.2021;0;-9,7;-7,7;-10,9;4
Oslo - Blindern;SN18700;07.12.2021;0,1;-8,9;-8,5;-10,2;4
Oslo - Blindern;SN18700;08.12.2021;0,9;-4,4;-3;-8,5;6
Oslo - Blindern;SN18700;09.12.2021;2;-1;0,1;-3,3;7
Oslo - Blindern;SN18700;10.12.2021;3,4;-0,7;0,1;-1,7;12
Oslo - Blindern;SN18700;11.12.2021;1,7;1,2;1,8;-0,1;12
Oslo - Blindern;SN18700;12.12.2021;0,2;0,8;1,4;0,2;9
Oslo - Blindern;SN18700;13.12.2021;5,5;2,3;3,1;1,1;8
Oslo - Blindern;SN18700;14.12.2021;2;1;2,6;-0,1;4
Oslo - Blindern;SN18700;15.12.2021;0;3,3;4,4;0,6;3
Oslo - Blindern;SN18700;16.12.2021;0;4;8,2;-0,1;-
Oslo - Blindern;SN18700;17.12.2021;0;0,3;4;-1,1;-
Oslo - Blindern;SN18700;18.12.2021;0,1;2;6,1;-1,4;2
Oslo - Blindern;SN18700;19.12.2021;0;3,4;6,1;-0,9;3
Oslo - Blindern;SN18700;20.12.2021;0;1,2;4,5;-2;2
Oslo - Blindern;SN18700;21.12.2021;0;-3,5;-1,1;-6;2
Oslo - Blindern;SN18700;22.12.2021;3,3;-1,8;-1,5;-2,6;6
Oslo - Blindern;SN18700;23.12.2021;0,8;-4,5;-1,6;-8,5;7
Oslo - Blindern;SN18700;24.12.2021;0;-7,3;-2,6;-9,5;6
Oslo - Blindern;SN18700;25.12.2021;0;-5,8;-0,1;-11,1;6
Oslo - Blindern;SN18700;26.12.2021;0;-6,6;-0,3;-7,9;6
Oslo - Blindern;SN18700;27.12.2021;0;-8,5;-4,9;-12,3;6
Oslo - Blindern;SN18700;28.12.2021;3,5;-5;-3,7;-7,1;11
Oslo - Blindern;SN18700;29.12.2021;4,6;-5,9;-4,1;-8,9;16
Oslo - Blindern;SN18700;30.12.2021;3,7;-0,6;0,8;-4,5;17
Oslo - Blindern;SN18700;31.12.2021;0,1;-1,5;1;-2,6;15
Oslo - Blindern;SN18700;01.01.2022;0;-2,3;-1,8;-4,2;14
Oslo - Blindern;SN18700;02.01.2022;7,6;0,3;1;-1,8;19
Oslo - Blindern;SN18700;03.01.2022;0,1;1,1;3,7;-0,6;17
Oslo - Blindern;SN18700;04.01.2022;0,6;-2,6;3,1;-4,6;15
Oslo - Blindern;SN18700;05.01.2022;0;-2,4;0,1;-5,3;15
Oslo - Blindern;SN18700;06.01.2022;0;-5,8;-0,7;-9;15
Oslo - Blindern;SN18700;07.01.2022;0,5;-4,5;-2,7;-9,6;16
Oslo - Blindern;SN18700;08.01.2022;8,2;-3,1;-2,4;-3,7;24
Oslo - Blindern;SN18700;09.01.2022;0,7;-1,4;-0,7;-2,9;23
Oslo - Blindern;SN18700;10.01.2022;0;-1,1;-0,8;-1,6;22
Oslo - Blindern;SN18700;11.01.2022;0,9;1,5;2,7;-0,9;22
Oslo - Blindern;SN18700;12.01.2022;2,9;0,6;2,6;-1;18
Oslo - Blindern;SN18700;13.01.2022;0;4,7;7;0;18
Oslo - Blindern;SN18700;14.01.2022;0;3,8;12,4;1,7;14
Oslo - Blindern;SN18700;15.01.2022;0;-2,1;2,2;-3,4;14
Oslo - Blindern;SN18700;16.01.2022;0;-0,5;4,9;-5,8;14
Oslo - Blindern;SN18700;17.01.2022;0,3;0,6;6,3;-1,8;14
Oslo - Blindern;SN18700;18.01.2022;0;-2,9;-1,4;-5,5;13
Oslo - Blindern;SN18700;19.01.2022;0;1,5;4,8;-2;13
Oslo - Blindern;SN18700;20.01.2022;0,8;-0,5;2,3;-2,3;12
Oslo - Blindern;SN18700;21.01.2022;0;-1,1;1,8;-5,6;12
Oslo - Blindern;SN18700;22.01.2022;0;0,4;1,8;-1,2;12
Oslo - Blindern;SN18700;23.01.2022;0;-0,6;0,6;-1,6;12
Oslo - Blindern;SN18700;24.01.2022;0;-0,6;2;-1,6;12
Oslo - Blindern;SN18700;25.01.2022;0;-0,3;5,9;-3,1;12
Oslo - Blindern;SN18700;26.01.2022;0;1,9;6,7;-2,9;13
Oslo - Blindern;SN18700;27.01.2022;0;4,8;7,1;3,2;12
Oslo - Blindern;SN18700;28.01.2022;0;1,4;6;-1,7;11
Oslo - Blindern;SN18700;29.01.2022;1,1;4,6;8,7;-0,5;11
Oslo - Blindern;SN18700;30.01.2022;0;3,1;7,4;0,7;10
Oslo - Blindern;SN18700;31.01.2022;0;-4,2;0,9;-6,3;11
Oslo - Blindern;SN18700;01.02.2022;0;-5;-4;-6,6;10
Oslo - Blindern;SN18700;02.02.2022;7,7;-6;-2,7;-8,6;20
Oslo - Blindern;SN18700;03.02.2022;0;-5,3;-4;-9,2;18
Oslo - Blindern;SN18700;04.02.2022;7,3;0,9;3,8;-4;20
Oslo - Blindern;SN18700;05.02.2022;1,1;0,2;3,9;-5,4;20
Oslo - Blindern;SN18700;06.02.2022;0;0,1;3,9;-1,9;18
Oslo - Blindern;SN18700;07.02.2022;0;0,7;8,7;-5,5;18
Oslo - Blindern;SN18700;08.02.2022;0;2,8;8,4;-0,2;18
Oslo - Blindern;SN18700;09.02.2022;0;2,4;7;-2,1;18
Oslo - Blindern;SN18700;10.02.2022;0;0,7;5,1;-2,5;18
Oslo - Blindern;SN18700;11.02.2022;0;-1,6;2,8;-6,2;18
Oslo - Blindern;SN18700;12.02.2022;0;2,3;4,5;-3,3;18
Oslo - Blindern;SN18700;13.02.2022;0;4,8;6,3;3,2;14
Oslo - Blindern;SN18700;14.02.2022;10,3;1,9;5,3;0,9;10
Oslo - Blindern;SN18700;15.02.2022;26,6;2,2;4,5;-0,6;9
Oslo - Blindern;SN18700;16.02.2022;7,8;1,6;4,6;0,4;10
Oslo - Blindern;SN18700;17.02.2022;0,1;1,1;3,5;0,1;10
Oslo - Blindern;SN18700;18.02.2022;0;0,6;5,9;-3,5;10
Oslo - Blindern;SN18700;19.02.2022;0;-0,2;2,7;-2,6;10
Oslo - Blindern;SN18700;20.02.2022;0;-2,2;2,1;-7,6;10
Oslo - Blindern;SN18700;21.02.2022;1,4;0,1;1,8;-0,8;13
Oslo - Blindern;SN18700;22.02.2022;0,2;-2,1;0,8;-5,7;12
Oslo - Blindern;SN18700;23.02.2022;2,7;1,7;5,1;-2,7;15
Oslo - Blindern;SN18700;24.02.2022;2,3;2;5,6;0,6;10
Oslo - Blindern;SN18700;25.02.2022;0;0,6;5,9;-3,7;10
Oslo - Blindern;SN18700;26.02.2022;0;-0,1;3,9;-5,4;10
Oslo - Blindern;SN18700;27.02.2022;0;3,2;6,1;0,4;10
Oslo - Blindern;SN18700;28.02.2022;0;1,9;4;-0,9;10
Oslo - Blindern;SN18700;01.03.2022;0,6;4;8,3;2,3;8
Oslo - Blindern;SN18700;02.03.2022;0;3,7;10,9;-2,2;8
Oslo - Blindern;SN18700;03.03.2022;0;1,6;6,9;-2;8
Oslo - Blindern;SN18700;04.03.2022;0;-0,3;5,5;-4,8;8
Oslo - Blindern;SN18700;05.03.2022;0;-0,2;4,6;-4,4;8
Oslo - Blindern;SN18700;06.03.2022;0;1,7;8,6;-4,4;9
Oslo - Blindern;SN18700;07.03.2022;0;2,4;8,5;-1;9
Oslo - Blindern;SN18700;08.03.2022;0;-0,6;5;-3,6;9
Oslo - Blindern;SN18700;09.03.2022;0;-2,3;0,1;-3,7;9
Oslo - Blindern;SN18700;10.03.2022;0,1;0,7;2,8;-2,2;9
Oslo - Blindern;SN18700;11.03.2022;0,2;1,7;4,8;0;8
Oslo - Blindern;SN18700;12.03.2022;0;1,2;6,9;-3,1;8
Oslo - Blindern;SN18700;13.03.2022;0;2,8;8,3;-2,3;8
Oslo - Blindern;SN18700;14.03.2022;0;3,5;10,3;-1,3;8
Oslo - Blindern;SN18700;15.03.2022;0;2;8,4;-3,5;8
Oslo - Blindern;SN18700;16.03.2022;0;2,2;4;-1,1;8
Oslo - Blindern;SN18700;17.03.2022;0;2,3;4,1;1,4;4
Oslo - Blindern;SN18700;18.03.2022;2,4;4,6;10,8;1,4;3
Oslo - Blindern;SN18700;19.03.2022;0;3,7;11,4;-2;6
Oslo - Blindern;SN18700;20.03.2022;0;3,7;10,8;-1,8;5
Oslo - Blindern;SN18700;21.03.2022;0;3,3;10,7;-3,2;5
Oslo - Blindern;SN18700;22.03.2022;0;4,4;9,5;0,1;4
Oslo - Blindern;SN18700;23.03.2022;0;3,7;11,3;-2,7;2
Oslo - Blindern;SN18700;24.03.2022;0;3,3;9,6;0,4;2
Oslo - Blindern;SN18700;25.03.2022;0;8,9;14,3;1,3;2
Oslo - Blindern;SN18700;26.03.2022;0;7,1;11,9;2,9;2
Oslo - Blindern;SN18700;27.03.2022;0;7,2;15,3;0,6;1
Oslo - Blindern;SN18700;28.03.2022;0;8,1;11,8;5,9;0
Oslo - Blindern;SN18700;29.03.2022;0;0,6;6;-2,6;0
Oslo - Blindern;SN18700;30.03.2022;0,2;0;5,7;-6,7;0
Oslo - Blindern;SN18700;31.03.2022;0,1;0,9;6,3;-3,5;0
Oslo - Blindern;SN18700;01.04.2022;0;0;5;-5;0
Oslo - Blindern;SN18700;02.04.2022;0;1,7;8,5;-5,9;0
Oslo - Blindern;SN18700;03.04.2022;0;3,8;7,9;-2,3;0
Oslo - Blindern;SN18700;04.04.2022;0,9;2,1;6,6;1,3;0
Oslo - Blindern;SN18700;05.04.2022;3,5;1,3;6,8;-5;0
Oslo - Blindern;SN18700;06.04.2022;0;0,8;5,6;-4,6;0
Oslo - Blindern;SN18700;07.04.2022;0;1,8;4,7;-1,4;0
Oslo - Blindern;SN18700;08.04.2022;0;1,9;6,1;0,1;0
Oslo - Blindern;SN18700;09.04.2022;0;4,8;9;-0,7;0
Oslo - Blindern;SN18700;10.04.2022;0;7,7;13,1;3,4;0
Oslo - Blindern;SN18700;11.04.2022;0,3;5,7;11,3;0,5;0
Oslo - Blindern;SN18700;12.04.2022;0,1;5,6;10,4;-0,8;0
Oslo - Blindern;SN18700;13.04.2022;0;4,1;7,7;3;0
Oslo - Blindern;SN18700;14.04.2022;4,8;5,1;8;3,3;0
Oslo - Blindern;SN18700;15.04.2022;0;7,6;13,4;1,8;0
Oslo - Blindern;SN18700;16.04.2022;0;7,1;15,2;-0,2;0
Oslo - Blindern;SN18700;17.04.2022;0;6,3;13,6;0,7;0
Oslo - Blindern;SN18700;18.04.2022;0;6,6;14;2,4;0
Oslo - Blindern;SN18700;19.04.2022;0;9,5;17,9;0,4;0
Oslo - Blindern;SN18700;20.04.2022;0;12,6;19,7;3,5;0
Oslo - Blindern;SN18700;21.04.2022;0;13,3;18,8;8,4;0
Oslo - Blindern;SN18700;22.04.2022;0;14,4;19,7;8,6;0
Oslo - Blindern;SN18700;23.04.2022;0;10;17,5;7,3;0
Oslo - Blindern;SN18700;24.04.2022;0;8,4;12,8;4,9;0
Oslo - Blindern;SN18700;25.04.2022;0;10,3;17,5;1;0
Oslo - Blindern;SN18700;26.04.2022;0;7,8;14,6;5,5;0
Oslo - Blindern;SN18700;27.04.2022;0;5,2;9,9;2,2;0
Oslo - Blindern;SN18700;28.04.2022;0,1;7,1;13,3;-0,2;0
Oslo - Blindern;SN18700;29.04.2022;0;8,6;13,2;4,7;0
Oslo - Blindern;SN18700;30.04.2022;0;9,3;12,5;5,6;0
Oslo - Blindern;SN18700;01.05.2022;0;10,4;15,4;5,9;0
Oslo - Blindern;SN18700;02.05.2022;0;10,1;14,7;3,9;0
Oslo - Blindern;SN18700;03.05.2022;0;8;13,7;1,7;0
Oslo - Blindern;SN18700;04.05.2022;0;8,4;14,1;3,4;0
Oslo - Blindern;SN18700;05.05.2022;0;12;18,6;5,5;0
Oslo - Blindern;SN18700;06.05.2022;0;11,7;18,7;3,4;0
Oslo - Blindern;SN18700;07.05.2022;0,9;11,5;16,3;8,2;0
Oslo - Blindern;SN18700;08.05.2022;0;9,4;14,6;1,7;0
Oslo - Blindern;SN18700;09.05.2022;0;10,8;16,5;3,9;0
Oslo - Blindern;SN18700;10.05.2022;0,3;10,1;12;8,4;0
Oslo - Blindern;SN18700;11.05.2022;2,8;9,5;14,5;3,6;0
Oslo - Blindern;SN18700;12.05.2022;0,4;11,4;16,4;4,9;0
Oslo - Blindern;SN18700;13.05.2022;0;10,5;13,9;5,8;0
Oslo - Blindern;SN18700;14.05.2022;1,2;12,1;17,8;5,3;0
Oslo - Blindern;SN18700;15.05.2022;0;12,3;17,6;4,2;0
Oslo - Blindern;SN18700;16.05.2022;0;11,7;18;6,7;0
Oslo - Blindern;SN18700;17.05.2022;0;12;18,7;6,3;0
Oslo - Blindern;SN18700;18.05.2022;0;10,8;16,5;3,7;0
Oslo - Blindern;SN18700;19.05.2022;1,8;12,8;17;8;0
Oslo - Blindern;SN18700;20.05.2022;0;14,7;19,5;11,1;0
Oslo - Blindern;SN18700;21.05.2022;6,1;10,8;15,2;9,4;0
Oslo - Blindern;SN18700;22.05.2022;2;12,9;17,4;9,3;0
Oslo - Blindern;SN18700;23.05.2022;0;13,8;18,2;10;0
Oslo - Blindern;SN18700;24.05.2022;0;12,8;16,8;11,5;0
Oslo - Blindern;SN18700;25.05.2022;6,5;12,6;17,3;10,5;0
Oslo - Blindern;SN18700;26.05.2022;19,1;12,1;18,4;8,6;0
